request_id,app_id,point_x,point_y,entry_node,node_1,node_2,node_3,propagation_ms,processing_ms,latency_max_ms,slo_violation,total_ms,status
1068,APP-RET,1.547313,6.136441,UAV-020,HAPS-001,HAPS-001,HAPS-003,2978.179966,112.500000,7000.000000,NO,3090.679966,OK
1069,APP-RET,3.331707,6.787807,UAV-233,HAPS-001,HAPS-001,HAPS-003,3437.902709,112.500000,7000.000000,NO,3550.402709,OK
1070,APP-RET,4.906008,6.951319,UAV-233,HAPS-001,HAPS-001,HAPS-003,3017.780988,112.500000,7000.000000,NO,3130.280988,OK
1071,APP-RET,3.046821,7.896859,UAV-025,HAPS-001,HAPS-001,HAPS-003,2985.771559,112.500000,7000.000000,NO,3098.271559,OK
1072,APP-RET,3.742019,7.992976,UAV-233,HAPS-001,HAPS-001,HAPS-003,3278.435764,112.500000,7000.000000,NO,3390.935764,OK
1073,APP-RET,1.586685,7.525107,UAV-025,HAPS-001,HAPS-001,HAPS-003,2988.275733,112.500000,7000.000000,NO,3100.775733,OK
1074,APP-RET,1.439860,6.274889,UAV-020,HAPS-001,HAPS-001,HAPS-003,3106.196445,112.500000,7000.000000,NO,3218.696445,OK
1075,APP-RET,2.995995,6.691075,UAV-233,HAPS-001,HAPS-001,HAPS-003,3000.575842,112.500000,7000.000000,NO,3113.075842,OK
1076,APP-RET,4.585171,7.208262,UAV-233,HAPS-001,HAPS-001,HAPS-003,3145.594224,112.500000,7000.000000,NO,3258.094224,OK
1077,APP-RET,0.484853,6.001286,UAV-020,HAPS-003,HAPS-001,HAPS-003,3139.273365,112.500000,7000.000000,NO,3251.773365,OK
1078,APP-RET,4.462724,7.571156,UAV-233,HAPS-001,HAPS-001,HAPS-003,3376.209652,112.500000,7000.000000,NO,3488.709652,OK
1079,APP-RET,3.854655,6.739117,UAV-233,HAPS-001,HAPS-001,HAPS-003,3112.204021,112.500000,7000.000000,NO,3224.704021,OK
1080,APP-RET,2.579467,7.419999,UAV-025,HAPS-001,HAPS-001,HAPS-003,2928.396918,112.500000,7000.000000,NO,3040.896918,OK
1081,APP-RET,0.600525,7.635806,UAV-025,HAPS-001,HAPS-001,HAPS-003,2895.805308,112.500000,7000.000000,NO,3008.305308,OK
1082,APP-RET,3.290115,7.176463,UAV-233,HAPS-001,HAPS-001,HAPS-003,3285.935899,112.500000,7000.000000,NO,3398.435899,OK
1083,APP-RET,3.385954,7.424574,UAV-233,HAPS-001,HAPS-001,HAPS-003,3304.620669,112.500000,7000.000000,NO,3417.120669,OK
1084,APP-RET,3.374901,6.431420,UAV-031,HAPS-001,HAPS-001,HAPS-003,2420.546476,112.500000,7000.000000,NO,2533.046476,OK
1085,APP-RET,4.329534,7.225817,UAV-233,HAPS-001,HAPS-001,HAPS-003,3258.713145,112.500000,7000.000000,NO,3371.213145,OK
1086,APP-RET,1.466951,6.454829,UAV-020,HAPS-001,HAPS-001,HAPS-003,2988.465497,112.500000,7000.000000,NO,3100.965497,OK
1087,APP-RET,2.513633,7.678019,UAV-025,HAPS-001,HAPS-001,HAPS-003,3223.819096,112.500000,7000.000000,NO,3336.319096,OK
1088,APP-RET,2.478794,7.622359,UAV-025,HAPS-001,HAPS-001,HAPS-003,2866.206872,112.500000,7000.000000,NO,2978.706872,OK
1089,APP-RET,2.844508,7.006242,UAV-233,HAPS-001,HAPS-001,HAPS-003,3081.968787,112.500000,7000.000000,NO,3194.468787,OK
1090,APP-RET,0.882410,6.074634,UAV-020,HAPS-001,HAPS-001,HAPS-003,3146.954687,112.500000,7000.000000,NO,3259.454687,OK
1091,APP-RET,0.426300,7.867973,UAV-019,HAPS-003,HAPS-001,HAPS-003,600.192634,112.500000,7000.000000,NO,712.692634,OK
1092,APP-RET,0.281728,6.213167,UAV-020,HAPS-001,HAPS-001,HAPS-003,2993.601866,112.500000,7000.000000,NO,3106.101866,OK
1093,APP-RET,1.949262,6.234269,UAV-020,HAPS-001,HAPS-001,HAPS-003,2948.659759,112.500000,7000.000000,NO,3061.159759,OK
1094,APP-RET,4.914577,6.038696,UAV-031,HAPS-001,HAPS-001,HAPS-003,2346.254611,112.500000,7000.000000,NO,2458.754611,OK
1095,APP-RET,4.656375,6.949573,UAV-233,HAPS-001,HAPS-001,HAPS-003,3291.972626,112.500000,7000.000000,NO,3404.472626,OK
1096,APP-RET,3.725433,7.093569,UAV-233,HAPS-001,HAPS-001,HAPS-003,3305.688422,112.500000,7000.000000,NO,3418.188422,OK
1097,APP-RET,0.535775,7.184486,UAV-020,HAPS-003,HAPS-001,HAPS-003,3079.538132,112.500000,7000.000000,NO,3192.038132,OK
1098,APP-RET,4.126891,6.186742,UAV-031,HAPS-001,HAPS-001,HAPS-003,2532.446271,112.500000,7000.000000,NO,2644.946271,OK
1099,APP-RET,0.263590,6.761299,UAV-020,HAPS-001,HAPS-001,HAPS-003,2967.567816,112.500000,7000.000000,NO,3080.067816,OK
1100,APP-RET,4.663412,7.352978,UAV-233,HAPS-001,HAPS-001,HAPS-003,3501.876019,112.500000,7000.000000,NO,3614.376019,OK
1101,APP-RET,1.683331,7.633700,UAV-025,HAPS-001,HAPS-001,HAPS-003,2929.448056,112.500000,7000.000000,NO,3041.948056,OK
1102,APP-RET,1.852916,7.798755,UAV-025,HAPS-001,HAPS-001,HAPS-003,3015.008691,112.500000,7000.000000,NO,3127.508691,OK
1103,APP-RET,4.446865,6.317112,UAV-031,HAPS-001,HAPS-001,HAPS-003,2382.801231,112.500000,7000.000000,NO,2495.301231,OK
1104,APP-RET,3.726780,6.251366,UAV-031,HAPS-001,HAPS-001,HAPS-003,2502.055913,112.500000,7000.000000,NO,2614.555913,OK
1105,APP-RET,1.387473,6.711323,UAV-020,HAPS-001,HAPS-001,HAPS-003,3249.675180,112.500000,7000.000000,NO,3362.175180,OK
1106,APP-RET,1.800108,7.563461,UAV-025,HAPS-001,HAPS-001,HAPS-003,3161.065015,112.500000,7000.000000,NO,3273.565015,OK
1107,APP-RET,1.147057,6.166213,UAV-020,HAPS-001,HAPS-001,HAPS-003,3220.838547,112.500000,7000.000000,NO,3333.338547,OK
1108,APP-RET,3.753660,7.023154,UAV-233,HAPS-001,HAPS-001,HAPS-003,3266.232764,112.500000,7000.000000,NO,3378.732764,OK
1109,APP-RET,1.716114,7.775969,UAV-025,HAPS-001,HAPS-001,HAPS-003,3033.634694,112.500000,7000.000000,NO,3146.134694,OK
1110,APP-RET,3.409254,6.559918,UAV-233,HAPS-001,HAPS-001,HAPS-003,3025.251606,112.500000,7000.000000,NO,3137.751606,OK
1111,APP-RET,2.326553,7.951459,UAV-025,HAPS-001,HAPS-001,HAPS-003,3098.008576,112.500000,7000.000000,NO,3210.508576,OK
1112,APP-RET,2.636511,7.496702,UAV-025,HAPS-001,HAPS-001,HAPS-003,3150.159813,112.500000,7000.000000,NO,3262.659813,OK
1113,APP-RET,3.168239,6.896666,UAV-233,HAPS-001,HAPS-001,HAPS-003,3237.812329,112.500000,7000.000000,NO,3350.312329,OK
1114,APP-RET,3.668254,7.843951,UAV-233,HAPS-001,HAPS-001,HAPS-003,3250.090190,112.500000,7000.000000,NO,3362.590190,OK
1115,APP-RET,0.837881,6.954868,UAV-020,HAPS-003,HAPS-001,HAPS-003,3157.278494,112.500000,7000.000000,NO,3269.778494,OK
1116,APP-RET,3.463911,7.843737,UAV-233,HAPS-001,HAPS-001,HAPS-003,3446.464083,112.500000,7000.000000,NO,3558.964083,OK
1117,APP-RET,1.162845,7.518744,UAV-025,HAPS-001,HAPS-001,HAPS-003,3011.399664,112.500000,7000.000000,NO,3123.899664,OK
1118,APP-RET,4.623966,7.190720,UAV-233,HAPS-001,HAPS-001,HAPS-003,3056.468705,112.500000,7000.000000,NO,3168.968705,OK
1119,APP-RET,0.793735,6.566807,UAV-020,HAPS-001,HAPS-001,HAPS-003,3008.527933,112.500000,7000.000000,NO,3121.027933,OK
1120,APP-RET,1.081809,7.799490,UAV-025,HAPS-001,HAPS-001,HAPS-003,3025.224965,112.500000,7000.000000,NO,3137.724965,OK
1121,APP-RET,3.062178,6.771303,UAV-233,HAPS-001,HAPS-001,HAPS-003,3345.004220,112.500000,7000.000000,NO,3457.504220,OK
1122,APP-RET,4.073245,6.083120,UAV-031,HAPS-001,HAPS-001,HAPS-003,2305.537314,112.500000,7000.000000,NO,2418.037314,OK
1123,APP-RET,2.036751,7.580781,UAV-025,HAPS-001,HAPS-001,HAPS-003,3299.921004,112.500000,7000.000000,NO,3412.421004,OK
1124,APP-RET,3.288868,6.422655,UAV-031,HAPS-001,HAPS-001,HAPS-003,2493.325493,112.500000,7000.000000,NO,2605.825493,OK
1125,APP-RET,3.650027,7.546333,UAV-233,HAPS-001,HAPS-001,HAPS-003,3297.461632,112.500000,7000.000000,NO,3409.961632,OK
1126,APP-RET,4.423249,7.500842,UAV-233,HAPS-001,HAPS-001,HAPS-003,3183.607983,112.500000,7000.000000,NO,3296.107983,OK
1127,APP-RET,2.955298,7.103778,UAV-233,HAPS-001,HAPS-001,HAPS-003,3226.127174,112.500000,7000.000000,NO,3338.627174,OK
1128,APP-RET,2.855589,6.286378,UAV-031,HAPS-001,HAPS-001,HAPS-003,2277.830002,112.500000,7000.000000,NO,2390.330002,OK
1129,APP-RET,1.998572,7.218516,UAV-025,HAPS-001,HAPS-001,HAPS-003,3057.496969,112.500000,7000.000000,NO,3169.996969,OK
1130,APP-RET,2.568170,6.264530,UAV-031,HAPS-001,HAPS-001,HAPS-003,2393.353576,112.500000,7000.000000,NO,2505.853576,OK
1131,APP-RET,0.468756,7.053295,UAV-020,HAPS-001,HAPS-001,HAPS-003,2849.254836,112.500000,7000.000000,NO,2961.754836,OK
1132,APP-RET,0.030856,6.299333,UAV-020,HAPS-001,HAPS-001,HAPS-003,3229.503142,112.500000,7000.000000,NO,3342.003142,OK
1133,APP-RET,4.719561,6.083675,UAV-031,HAPS-001,HAPS-001,HAPS-003,2417.574394,112.500000,7000.000000,NO,2530.074394,OK
1134,APP-RET,2.730277,6.136326,UAV-031,HAPS-001,HAPS-001,HAPS-003,2267.645953,112.500000,7000.000000,NO,2380.145953,OK
1135,APP-RET,2.316009,7.231992,UAV-025,HAPS-001,HAPS-001,HAPS-003,3084.186604,112.500000,7000.000000,NO,3196.686604,OK
1136,APP-RET,0.407816,7.606561,UAV-019,HAPS-003,HAPS-001,HAPS-003,644.815145,112.500000,7000.000000,NO,757.315145,OK
1137,APP-RET,2.837099,6.514582,UAV-233,HAPS-001,HAPS-001,HAPS-003,3461.943595,112.500000,7000.000000,NO,3574.443595,OK
1138,APP-RET,2.230335,6.217096,UAV-020,HAPS-003,HAPS-001,HAPS-003,3154.433950,112.500000,7000.000000,NO,3266.933950,OK
1139,APP-RET,3.933467,7.190133,UAV-233,HAPS-001,HAPS-001,HAPS-003,3205.149098,112.500000,7000.000000,NO,3317.649098,OK
1140,APP-RET,0.418142,7.036511,UAV-020,HAPS-001,HAPS-001,HAPS-003,3019.152698,112.500000,7000.000000,NO,3131.652698,OK
1141,APP-RET,3.476580,7.895060,UAV-233,HAPS-001,HAPS-001,HAPS-003,3378.879301,112.500000,7000.000000,NO,3491.379301,OK
1142,APP-RET,3.254241,6.276637,UAV-031,HAPS-001,HAPS-001,HAPS-003,2542.523408,112.500000,7000.000000,NO,2655.023408,OK
1143,APP-RET,2.515932,6.995475,UAV-025,HAPS-001,HAPS-001,HAPS-003,2938.157156,112.500000,7000.000000,NO,3050.657156,OK
1144,APP-RET,1.031791,7.603965,UAV-025,HAPS-001,HAPS-001,HAPS-003,2941.054376,112.500000,7000.000000,NO,3053.554376,OK
1145,APP-RET,4.083173,6.560149,UAV-233,HAPS-001,HAPS-001,HAPS-003,3027.958088,112.500000,7000.000000,NO,3140.458088,OK
1146,APP-RET,3.074706,6.087794,UAV-031,HAPS-001,HAPS-001,HAPS-003,2416.966654,112.500000,7000.000000,NO,2529.466654,OK
1147,APP-RET,1.957038,6.898225,UAV-025,HAPS-001,HAPS-001,HAPS-003,3084.250349,112.500000,7000.000000,NO,3196.750349,OK
1148,APP-RET,4.244993,7.890945,UAV-233,HAPS-001,HAPS-001,HAPS-003,3193.252001,112.500000,7000.000000,NO,3305.752001,OK
1149,APP-RET,2.463778,7.967969,UAV-025,HAPS-001,HAPS-001,HAPS-003,3281.203309,112.500000,7000.000000,NO,3393.703309,OK
1150,APP-RET,2.510648,6.529378,UAV-025,HAPS-001,HAPS-001,HAPS-003,2917.601349,112.500000,7000.000000,NO,3030.101349,OK
1151,APP-RET,4.501015,6.900407,UAV-233,HAPS-001,HAPS-001,HAPS-003,3133.436166,112.500000,7000.000000,NO,3245.936166,OK
1152,APP-RET,2.605623,7.697818,UAV-025,HAPS-001,HAPS-001,HAPS-003,2933.660977,112.500000,7000.000000,NO,3046.160977,OK
1153,APP-RET,4.804320,6.514117,UAV-233,HAPS-001,HAPS-001,HAPS-003,3435.461947,112.500000,7000.000000,NO,3547.961947,OK
1154,APP-RET,1.448210,6.856691,UAV-020,HAPS-001,HAPS-001,HAPS-003,3177.590199,112.500000,7000.000000,NO,3290.090199,OK
1155,APP-RET,0.776618,6.200250,UAV-020,HAPS-001,HAPS-001,HAPS-003,3196.569269,112.500000,7000.000000,NO,3309.069269,OK
1156,APP-RET,4.495603,6.402492,UAV-031,HAPS-001,HAPS-001,HAPS-003,2319.571351,112.500000,7000.000000,NO,2432.071351,OK
1157,APP-RET,1.664504,6.489392,UAV-020,HAPS-001,HAPS-001,HAPS-003,3157.816817,112.500000,7000.000000,NO,3270.316817,OK
1158,APP-RET,4.816333,7.530357,UAV-233,HAPS-001,HAPS-001,HAPS-003,3507.993921,112.500000,7000.000000,NO,3620.493921,OK
1159,APP-RET,0.026486,7.574448,UAV-013,HAPS-003,HAPS-001,HAPS-003,727.386132,112.500000,7000.000000,NO,839.886132,OK
1160,APP-RET,3.194148,6.146450,UAV-031,HAPS-001,HAPS-001,HAPS-003,2446.238285,112.500000,7000.000000,NO,2558.738285,OK
1161,APP-RET,4.383241,6.230400,UAV-031,HAPS-001,HAPS-001,HAPS-003,2612.385231,112.500000,7000.000000,NO,2724.885231,OK
1162,APP-RET,1.768284,7.219108,UAV-025,HAPS-001,HAPS-001,HAPS-003,2998.321197,112.500000,7000.000000,NO,3110.821197,OK
1163,APP-RET,0.195262,7.551564,UAV-013,HAPS-003,HAPS-001,HAPS-003,746.542178,112.500000,7000.000000,NO,859.042178,OK
1164,APP-RET,4.101364,7.211006,UAV-233,HAPS-001,HAPS-001,HAPS-003,3039.727909,112.500000,7000.000000,NO,3152.227909,OK
1165,APP-RET,2.783313,6.184955,UAV-031,HAPS-001,HAPS-001,HAPS-003,2379.854547,112.500000,7000.000000,NO,2492.354547,OK
1166,APP-RET,1.126436,7.500030,UAV-025,HAPS-001,HAPS-001,HAPS-003,3047.087816,112.500000,7000.000000,NO,3159.587816,OK
1167,APP-RET,2.768044,7.668426,UAV-025,HAPS-001,HAPS-001,HAPS-003,2991.181038,112.500000,7000.000000,NO,3103.681038,OK
1168,APP-RET,3.682944,7.389952,UAV-233,HAPS-001,HAPS-001,HAPS-003,3186.546617,112.500000,7000.000000,NO,3299.046617,OK
1169,APP-RET,2.514694,7.706474,UAV-025,HAPS-001,HAPS-001,HAPS-003,3347.262980,112.500000,7000.000000,NO,3459.762980,OK
1170,APP-RET,3.606034,6.583678,UAV-233,HAPS-001,HAPS-001,HAPS-003,3101.101980,112.500000,7000.000000,NO,3213.601980,OK
1171,APP-RET,0.560087,7.880999,UAV-019,HAPS-003,HAPS-001,HAPS-003,653.721212,112.500000,7000.000000,NO,766.221212,OK
1172,APP-RET,1.502319,7.448426,UAV-025,HAPS-001,HAPS-001,HAPS-003,3259.826907,112.500000,7000.000000,NO,3372.326907,OK
1173,APP-RET,1.421931,6.949149,UAV-020,HAPS-003,HAPS-001,HAPS-003,3214.180186,112.500000,7000.000000,NO,3326.680186,OK
1174,APP-RET,2.947182,7.602255,UAV-025,HAPS-001,HAPS-001,HAPS-003,3035.486689,112.500000,7000.000000,NO,3147.986689,OK
1175,APP-RET,2.716000,6.374271,UAV-031,HAPS-001,HAPS-001,HAPS-003,2466.670504,112.500000,7000.000000,NO,2579.170504,OK
1176,APP-RET,0.610596,6.018848,UAV-020,HAPS-001,HAPS-001,HAPS-003,3208.425864,112.500000,7000.000000,NO,3320.925864,OK
1177,APP-RET,2.633730,7.600419,UAV-025,HAPS-001,HAPS-001,HAPS-003,3039.133828,112.500000,7000.000000,NO,3151.633828,OK
1178,APP-RET,2.731965,6.768674,UAV-233,HAPS-001,HAPS-001,HAPS-003,3311.671799,112.500000,7000.000000,NO,3424.171799,OK
1179,APP-RET,4.006029,7.852777,UAV-233,HAPS-001,HAPS-001,HAPS-003,3047.294089,112.500000,7000.000000,NO,3159.794089,OK
1180,APP-RET,1.756235,6.390663,UAV-020,HAPS-001,HAPS-001,HAPS-003,3198.335729,112.500000,7000.000000,NO,3310.835729,OK
1181,APP-RET,4.111417,7.336386,UAV-233,HAPS-001,HAPS-001,HAPS-003,3223.414018,112.500000,7000.000000,NO,3335.914018,OK
1182,APP-RET,4.033510,6.246026,UAV-031,HAPS-001,HAPS-001,HAPS-003,2451.691581,112.500000,7000.000000,NO,2564.191581,OK
1183,APP-RET,1.031195,7.114368,UAV-020,HAPS-001,HAPS-001,HAPS-003,3110.314681,112.500000,7000.000000,NO,3222.814681,OK
1184,APP-RET,2.143701,6.618051,UAV-020,HAPS-003,HAPS-001,HAPS-003,3360.828981,112.500000,7000.000000,NO,3473.328981,OK
1185,APP-RET,4.754609,7.768024,UAV-233,HAPS-001,HAPS-001,HAPS-003,3323.430256,112.500000,7000.000000,NO,3435.930256,OK
1186,APP-RET,1.749074,7.641785,UAV-025,HAPS-001,HAPS-001,HAPS-003,3056.865261,112.500000,7000.000000,NO,3169.365261,OK
1187,APP-RET,1.064623,6.849060,UAV-020,HAPS-001,HAPS-001,HAPS-003,3024.818366,112.500000,7000.000000,NO,3137.318366,OK
1188,APP-RET,3.220588,7.232772,UAV-233,HAPS-001,HAPS-001,HAPS-003,3300.262062,112.500000,7000.000000,NO,3412.762062,OK
1189,APP-RET,3.333210,6.944233,UAV-233,HAPS-001,HAPS-001,HAPS-003,3153.379882,112.500000,7000.000000,NO,3265.879882,OK
1190,APP-RET,2.197922,7.887904,UAV-025,HAPS-001,HAPS-001,HAPS-003,2835.322732,112.500000,7000.000000,NO,2947.822732,OK
1191,APP-RET,0.642159,7.465636,UAV-025,HAPS-001,HAPS-001,HAPS-003,3293.154164,112.500000,7000.000000,NO,3405.654164,OK
1192,APP-RET,2.101857,7.643220,UAV-025,HAPS-001,HAPS-001,HAPS-003,2925.375482,112.500000,7000.000000,NO,3037.875482,OK
1193,APP-RET,2.709644,6.624352,UAV-233,HAPS-001,HAPS-001,HAPS-003,3140.190350,112.500000,7000.000000,NO,3252.690350,OK
1194,APP-RET,3.281639,6.019565,UAV-031,HAPS-001,HAPS-001,HAPS-003,2563.641929,112.500000,7000.000000,NO,2676.141929,OK
1195,APP-RET,1.626688,6.343439,UAV-020,HAPS-001,HAPS-001,HAPS-003,2896.018067,112.500000,7000.000000,NO,3008.518067,OK
1196,APP-RET,4.182598,7.469353,UAV-233,HAPS-001,HAPS-001,HAPS-003,3417.898442,112.500000,7000.000000,NO,3530.398442,OK
1197,APP-RET,3.408076,7.906466,UAV-233,HAPS-001,HAPS-001,HAPS-003,3389.661780,112.500000,7000.000000,NO,3502.161780,OK
1198,APP-RET,3.377315,7.794850,UAV-233,HAPS-001,HAPS-001,HAPS-003,3452.194682,112.500000,7000.000000,NO,3564.694682,OK
1199,APP-RET,4.109147,7.496547,UAV-233,HAPS-001,HAPS-001,HAPS-003,3370.810071,112.500000,7000.000000,NO,3483.310071,OK
1200,APP-RET,4.428255,6.443382,UAV-031,HAPS-001,HAPS-001,HAPS-003,2537.688631,112.500000,7000.000000,NO,2650.188631,OK
1201,APP-SYS,2.316665,7.011294,UAV-025,UAV-084,UAV-045,UAV-098,6185.935968,450.000000,2700.000000,YES,6635.935968,OK
1202,APP-SYS,0.116141,7.438138,UAV-013,UAV-084,UAV-045,UAV-197,3675.960900,450.000000,2700.000000,YES,4125.960900,OK
1203,APP-SYS,4.682480,7.423673,UAV-233,UAV-084,UAV-045,UAV-197,6421.171522,450.000000,2700.000000,YES,6871.171522,OK
1204,APP-SYS,3.676243,6.271890,UAV-031,UAV-084,UAV-045,UAV-098,5266.334131,450.000000,2700.000000,YES,5716.334131,OK
1205,APP-SYS,3.362440,6.028000,UAV-031,UAV-084,UAV-045,UAV-197,5369.793690,450.000000,2700.000000,YES,5819.793690,OK
1206,APP-SYS,2.915338,7.543927,UAV-025,UAV-084,UAV-045,UAV-098,5613.757609,450.000000,2700.000000,YES,6063.757609,OK
1207,APP-SYS,2.441348,6.774955,UAV-025,UAV-084,UAV-045,UAV-197,6162.601687,450.000000,2700.000000,YES,6612.601687,OK
1208,APP-SYS,0.725478,6.162447,UAV-020,UAV-084,UAV-045,UAV-197,6345.322674,450.000000,2700.000000,YES,6795.322674,OK
1209,APP-SYS,2.671429,7.750497,UAV-025,UAV-084,UAV-045,UAV-098,6137.038786,450.000000,2700.000000,YES,6587.038786,OK
1210,APP-SYS,1.810198,6.841966,UAV-020,UAV-084,UAV-045,UAV-294,6219.430094,450.000000,2700.000000,YES,6669.430094,OK
1211,APP-SYS,3.747000,6.252281,UAV-031,UAV-084,UAV-045,UAV-197,5405.603051,450.000000,2700.000000,YES,5855.603051,OK
1212,APP-SYS,2.551829,7.813958,UAV-025,UAV-084,UAV-045,UAV-294,5975.361152,450.000000,2700.000000,YES,6425.361152,OK
1213,APP-SYS,1.004579,6.412454,UAV-020,UAV-084,UAV-045,UAV-098,6161.587934,450.000000,2700.000000,YES,6611.587934,OK
1214,APP-SYS,0.688116,7.942819,UAV-019,UAV-084,UAV-045,UAV-197,3605.496652,450.000000,2700.000000,YES,4055.496652,OK
1215,APP-SYS,1.235190,6.983708,UAV-020,UAV-084,UAV-045,UAV-294,6081.005271,450.000000,2700.000000,YES,6531.005271,OK
1216,APP-SYS,2.119293,7.547961,UAV-025,UAV-084,UAV-045,UAV-197,5761.847332,450.000000,2700.000000,YES,6211.847332,OK
1217,APP-SYS,2.674009,6.388585,UAV-031,UAV-084,UAV-045,UAV-098,5514.560154,450.000000,2700.000000,YES,5964.560154,OK
1218,APP-SYS,1.668739,6.375659,UAV-020,UAV-084,UAV-045,UAV-294,6044.858334,450.000000,2700.000000,YES,6494.858334,OK
1219,APP-SYS,2.525060,6.651527,UAV-025,UAV-084,UAV-045,UAV-197,6373.860105,450.000000,2700.000000,YES,6823.860105,OK
1220,APP-SYS,0.574502,7.694690,UAV-019,UAV-084,UAV-045,UAV-294,3694.705695,450.000000,2700.000000,YES,4144.705695,OK
1221,APP-SYS,4.471438,7.810992,UAV-233,UAV-084,UAV-045,UAV-098,6626.761526,450.000000,2700.000000,YES,7076.761526,OK
1222,APP-SYS,0.290420,7.539055,UAV-013,UAV-084,UAV-045,UAV-197,3753.168508,450.000000,2700.000000,YES,4203.168508,OK
1223,APP-SYS,2.078942,7.386619,UAV-025,UAV-084,UAV-045,UAV-294,6490.605882,450.000000,2700.000000,YES,6940.605882,OK
1224,APP-SYS,2.396597,6.983917,UAV-025,UAV-084,UAV-045,UAV-197,6128.751965,450.000000,2700.000000,YES,6578.751965,OK
1225,APP-SYS,4.610709,7.553608,UAV-233,UAV-084,UAV-045,UAV-098,6697.584834,450.000000,2700.000000,YES,7147.584834,OK
1226,APP-SYS,0.676705,7.460668,UAV-025,UAV-084,UAV-045,UAV-294,6382.816191,450.000000,2700.000000,YES,6832.816191,OK
1227,APP-SYS,4.746224,7.546653,UAV-233,UAV-084,UAV-045,UAV-197,6968.615794,450.000000,2700.000000,YES,7418.615794,OK
1228,APP-SYS,4.894802,6.881200,UAV-233,UAV-084,UAV-045,UAV-294,6581.435784,450.000000,2700.000000,YES,7031.435784,OK
1229,APP-SYS,3.418500,6.503854,UAV-233,UAV-084,UAV-045,UAV-098,6925.104455,450.000000,2700.000000,YES,7375.104455,OK
1230,APP-SYS,0.274847,6.024485,UAV-020,UAV-084,UAV-045,UAV-197,6429.128187,450.000000,2700.000000,YES,6879.128187,OK
1231,APP-SYS,0.915884,7.472012,UAV-025,UAV-084,UAV-045,UAV-294,6403.542368,450.000000,2700.000000,YES,6853.542368,OK
1232,APP-SYS,0.264896,6.159469,UAV-020,UAV-084,UAV-045,UAV-163,6240.961347,450.000000,2700.000000,YES,6690.961347,OK
1233,APP-SYS,2.507800,6.533559,UAV-025,UAV-084,UAV-045,UAV-197,6502.643779,450.000000,2700.000000,YES,6952.643779,OK
1234,APP-SYS,4.940218,6.699313,UAV-233,UAV-084,UAV-045,UAV-098,6752.877825,450.000000,2700.000000,YES,7202.877825,OK
1235,APP-SYS,2.385448,6.197907,UAV-020,UAV-084,UAV-045,UAV-163,6318.698411,450.000000,2700.000000,YES,6768.698411,OK
1236,APP-SYS,4.337642,6.108322,UAV-031,UAV-084,UAV-045,UAV-294,6142.224651,450.000000,2700.000000,YES,6592.224651,OK
1237,APP-SYS,1.771753,6.041502,UAV-020,UAV-084,UAV-045,UAV-197,6699.745051,450.000000,2700.000000,YES,7149.745051,OK
1238,APP-SYS,2.465868,7.033491,UAV-025,UAV-084,UAV-045,UAV-294,6728.162476,450.000000,2700.000000,YES,7178.162476,OK
1239,APP-SYS,1.508351,6.035481,UAV-020,UAV-084,UAV-045,UAV-098,6877.200364,450.000000,2700.000000,YES,7327.200364,OK
1240,APP-SYS,4.391154,7.831726,UAV-233,UAV-084,UAV-045,UAV-163,6513.139488,450.000000,2700.000000,YES,6963.139488,OK
1241,APP-SYS,4.219531,7.996907,UAV-233,UAV-084,UAV-045,UAV-197,6688.163903,450.000000,2700.000000,YES,7138.163903,OK
1242,APP-SYS,1.243541,7.979013,UAV-025,UAV-084,UAV-045,UAV-294,6652.991259,450.000000,2700.000000,YES,7102.991259,OK
1243,APP-SYS,4.709437,7.359422,UAV-233,UAV-084,UAV-045,UAV-197,6787.167319,450.000000,2700.000000,YES,7237.167319,OK
1244,APP-SYS,2.120794,6.888441,UAV-025,UAV-084,UAV-045,UAV-163,6623.542852,450.000000,2700.000000,YES,7073.542852,OK
1245,APP-SYS,3.183392,7.714782,UAV-233,UAV-084,UAV-045,UAV-098,6694.504926,450.000000,2700.000000,YES,7144.504926,OK
1246,APP-SYS,4.253732,6.688896,UAV-233,UAV-084,UAV-045,UAV-294,7007.977651,450.000000,2700.000000,YES,7457.977651,OK
1247,APP-SYS,4.174706,7.152763,UAV-233,UAV-084,UAV-045,UAV-197,6908.544970,450.000000,2700.000000,YES,7358.544970,OK
1248,APP-SYS,0.252616,7.039607,UAV-013,UAV-084,UAV-045,UAV-131,4194.942416,450.000000,2700.000000,YES,4644.942416,OK
1249,APP-SYS,0.520009,7.354813,UAV-020,UAV-084,UAV-045,UAV-163,6676.350559,450.000000,2700.000000,YES,7126.350559,OK
1250,APP-SYS,1.088646,6.409114,UAV-020,UAV-084,UAV-045,UAV-294,6382.056435,450.000000,2700.000000,YES,6832.056435,OK
1251,APP-SYS,2.861723,6.964695,UAV-233,UAV-084,UAV-045,UAV-163,6737.863771,450.000000,2700.000000,YES,7187.863771,OK
1252,APP-SYS,4.635293,7.629176,UAV-233,UAV-084,UAV-045,UAV-098,6817.314627,450.000000,2700.000000,YES,7267.314627,OK
1253,APP-SYS,4.078236,6.990023,UAV-233,UAV-084,UAV-045,UAV-197,6751.267393,450.000000,2700.000000,YES,7201.267393,OK
1254,APP-SYS,2.400719,6.674170,UAV-025,UAV-084,UAV-045,UAV-197,6785.842555,450.000000,2700.000000,YES,7235.842555,OK
